year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2017,CYA,NL,woodal02,Alex Wood,LAD,1.0,0.0,0%,3.4,16,3,.842,2.72,27,25,0,0,0,0,152.1,123,50,46,15,38,6,151,6,0,2,614,1.057,152
2017,MVP,AL,altuvjo01,Jose Altuve,HOU,405.0,27.0,96%,7.7,153,590,112,204,24,81,32,58,.346,.410,.547,.957,,,,,,,,,,,,
2017,MVP,AL,judgeaa01,Aaron Judge,NYY,279.0,2.0,66%,8.0,155,542,128,154,52,114,9,127,.284,.422,.627,1.049,,,,,,,,,,,,
2017,MVP,AL,ramirjo01,Jose Ramirez,CLE,237.0,1.0,56%,7.0,152,585,107,186,29,83,17,52,.318,.374,.583,.957,,,,,,,,,,,,
2017,MVP,AL,troutmi01,Mike Trout,LAA,197.0,0.0,47%,6.9,114,402,92,123,33,72,22,94,.306,.442,.629,1.071,,,,,,,,,,,,
2017,MVP,AL,lindofr01,Francisco Lindor,CLE,143.0,0.0,34%,5.7,159,651,99,178,33,89,15,60,.273,.337,.505,.842,,,,,,,,,,,,
2017,MVP,AL,bettsmo01,Mookie Betts,BOS,110.0,0.0,26%,6.4,153,628,101,166,24,102,26,77,.264,.344,.459,.803,,,,,,,,,,,,
2017,MVP,AL,klubeco01,Corey Kluber,CLE,101.0,0.0,24%,7.9,1,2,0,1,0,0,0,0,.500,.500,.500,1.000,18,4,2.25,0.869,29,29,0,203.2,141,21,36,265
2017,MVP,AL,simmoan01,Andrelton Simmons,LAA,60.0,0.0,14%,7.9,158,589,77,164,14,69,19,47,.278,.331,.421,.752,,,,,,,,,,,,
2017,MVP,AL,salech01,Chris Sale,BOS,56.0,0.0,13%,6.1,1,3,0,1,0,0,0,0,.333,.333,.667,1.000,17,8,2.90,0.970,32,32,0,214.1,165,24,43,308
2017,MVP,AL,cruzne02,Nelson Cruz,SEA,44.0,0.0,10%,4.3,155,556,91,160,39,119,1,70,.288,.375,.549,.924,,,,,,,,,,,,
2017,MVP,AL,doziebr01,Brian Dozier,MIN,25.0,0.0,6%,4.7,152,617,106,167,34,93,16,78,.271,.359,.498,.856,,,,,,,,,,,,
2017,MVP,AL,schoojo01,Jonathan Schoop,BAL,19.0,0.0,5%,6.5,160,622,92,182,32,105,1,35,.293,.338,.503,.841,,,,,,,,,,,,
2017,MVP,AL,springe01,George Springer,HOU,17.0,0.0,4%,5.0,140,548,112,155,34,85,5,64,.283,.367,.522,.889,,,,,,,,,,,,
2017,MVP,AL,abreujo02,José Abreu,CHW,16.0,0.0,4%,4.9,156,621,95,189,33,102,3,35,.304,.354,.552,.906,,,,,,,,,,,,
2017,MVP,AL,hosmeer01,Eric Hosmer,KCR,16.0,0.0,4%,4.3,162,603,98,192,25,94,6,66,.318,.385,.498,.882,,,,,,,,,,,,
2017,MVP,AL,uptonju01,Justin Upton,TOT,12.0,0.0,3%,5.7,152,557,100,152,35,109,14,74,.273,.361,.540,.901,,,,,,,,,,,,
2017,MVP,AL,correca01,Carlos Correa,HOU,9.0,0.0,2%,6.7,109,422,82,133,24,84,2,53,.315,.391,.550,.941,,,,,,,,,,,,
2017,MVP,AL,buxtoby01,Byron Buxton,MIN,7.0,0.0,2%,4.9,140,462,69,117,16,51,29,38,.253,.314,.413,.728,,,,,,,,,,,,
2017,MVP,AL,gonzama01,Marwin Gonzalez,HOU,6.0,0.0,1%,3.9,134,455,67,138,23,90,8,49,.303,.377,.530,.907,,,,,,,,,,,,
2017,MVP,AL,encared01,Edwin Encarnacion,CLE,4.0,0.0,1%,2.8,157,554,96,143,38,107,2,104,.258,.377,.504,.881,,,,,,,,,,,,
2017,MVP,AL,gregodi01,Didi Gregorius,NYY,4.0,0.0,1%,4.5,136,534,73,153,25,87,3,25,.287,.318,.478,.796,,,,,,,,,,,,
2017,MVP,AL,daviskh01,Khris Davis,OAK,1.0,0.0,0%,2.7,153,566,91,140,43,110,4,73,.247,.336,.528,.864,,,,,,,,,,,,
2017,MVP,AL,donaljo02,Josh Donaldson,TOR,1.0,0.0,0%,4.6,113,415,65,112,33,78,2,76,.270,.385,.559,.944,,,,,,,,,,,,
2017,MVP,AL,sanchga02,Gary Sanchez,NYY,1.0,0.0,0%,4.0,122,471,79,131,33,90,2,40,.278,.345,.531,.876,,,,,,,,,,,,
2017,MVP,NL,stantmi03,Giancarlo Stanton,MIA,302.0,10.0,72%,7.9,159,597,123,168,59,132,2,85,.281,.376,.631,1.007,,,,,,,,,,,,
2017,MVP,NL,vottojo01,Joey Votto,CIN,300.0,10.0,71%,8.1,162,559,106,179,36,100,5,134,.320,.454,.578,1.032,,,,,,,,,,,,
2017,MVP,NL,goldspa01,Paul Goldschmidt,ARI,239.0,4.0,57%,6.3,155,558,117,166,36,120,18,94,.297,.404,.563,.966,,,,,,,,,,,,
2017,MVP,NL,arenano01,Nolan Arenado,COL,229.0,2.0,55%,6.7,159,606,100,187,37,130,3,62,.309,.373,.586,.959,,,,,,,,,,,,
2017,MVP,NL,blackch02,Charlie Blackmon,COL,205.0,3.0,49%,5.5,159,644,137,213,37,104,14,65,.331,.399,.601,1.000,,,,,,,,,,,,
2017,MVP,NL,rendoan01,Anthony Rendon,WSN,141.0,0.0,34%,6.1,147,508,81,153,25,100,7,84,.301,.403,.533,.937,,,,,,,,,,,,
2017,MVP,NL,bryankr01,Kris Bryant,CHC,132.0,1.0,31%,5.7,151,549,111,162,29,73,7,95,.295,.409,.537,.946,,,,,,,,,,,,
2017,MVP,NL,turneju01,Justin Turner,LAD,43.0,0.0,10%,5.6,130,457,72,147,21,71,7,59,.322,.415,.530,.945,,,,,,,,,,,,
2017,MVP,NL,bellico01,Cody Bellinger,LAD,38.0,0.0,9%,3.9,132,480,87,128,39,97,10,64,.267,.352,.581,.933,,,,,,,,,,,,
2017,MVP,NL,scherma01,Max Scherzer,WSN,34.0,0.0,8%,7.5,30,62,4,10,1,5,0,4,.161,.212,.210,.422,16,6,2.51,0.902,31,31,0,200.2,126,22,55,268
2017,MVP,NL,phamth01,Tommy Pham,STL,24.0,0.0,6%,6.2,128,444,95,136,23,73,25,71,.306,.411,.520,.931,,,,,,,,,,,,
2017,MVP,NL,harpebr03,Bryce Harper,WSN,21.0,0.0,5%,4.8,111,420,95,134,29,87,4,68,.319,.413,.595,1.008,,,,,,,,,,,,
2017,MVP,NL,rizzoan01,Anthony Rizzo,CHC,17.0,0.0,4%,4.5,157,572,99,156,32,109,10,91,.273,.392,.507,.899,,,,,,,,,,,,
2017,MVP,NL,martijd02,J.D. Martinez,ARI,11.0,0.0,3%,2.4,62,232,47,70,29,65,2,24,.302,.366,.741,1.107,,,,,,,,,,,,
2017,MVP,NL,janseke01,Kenley Jansen,LAD,8.0,0.0,2%,3.1,59,4,0,2,0,1,0,0,.500,.500,.750,1.250,5,0,1.32,0.746,65,0,41,68.1,44,5,7,109
2017,MVP,NL,ozunama01,Marcell Ozuna,MIA,8.0,0.0,2%,5.6,159,613,93,191,37,124,1,64,.312,.376,.548,.924,,,,,,,,,,,,
2017,MVP,NL,kershcl01,Clayton Kershaw,LAD,6.0,0.0,1%,5.3,24,49,6,9,0,2,0,4,.184,.245,.204,.449,18,4,2.31,0.949,27,27,0,175.0,136,23,30,202
2017,MVP,NL,seageco01,Corey Seager,LAD,6.0,0.0,1%,5.3,145,539,85,159,22,77,4,67,.295,.375,.479,.854,,,,,,,,,,,,
2017,MVP,NL,murphda08,Daniel Murphy,WSN,3.0,0.0,1%,3.3,144,534,94,172,23,93,2,52,.322,.384,.543,.928,,,,,,,,,,,,
2017,MVP,NL,bradlar01,Archie Bradley,ARI,1.0,0.0,0%,3.6,60,4,0,1,0,1,0,0,.250,.250,.250,.500,3,3,1.73,1.041,63,0,1,73.0,55,4,21,79
2017,MVP,NL,greinza01,Zack Greinke,ARI,1.0,0.0,0%,6.0,30,62,4,13,0,4,0,2,.210,.246,.274,.520,17,7,3.20,1.072,32,32,0,202.1,172,25,45,215
2017,MVP,NL,zimmery01,Ryan Zimmerman,WSN,1.0,0.0,0%,2.6,144,524,90,159,36,108,1,44,.303,.358,.573,.930,,,,,,,,,,,,
2017,ROY,AL,judgeaa01,Aaron Judge,NYY,150.0,30.0,100%,8.0,155,542,128,154,52,114,9,127,.284,.422,.627,1.049,,,,,,,,,,,,
2017,ROY,AL,beninan01,Andrew Benintendi,BOS,75.0,0.0,50%,2.8,151,573,84,155,20,90,20,70,.271,.352,.424,.776,,,,,,,,,,,,
2017,ROY,AL,mancitr01,Trey Mancini,BAL,31.0,0.0,21%,2.4,147,543,65,159,24,78,1,33,.293,.338,.488,.826,,,,,,,,,,,,
2017,ROY,AL,gourryu01,Yuli Gurriel,HOU,5.0,0.0,3%,2.8,139,529,69,158,18,75,3,22,.299,.332,.486,.817,,,,,,,,,,,,
2017,ROY,AL,olsonma02,Matt Olson,OAK,5.0,0.0,3%,2.9,59,189,33,49,24,45,0,22,.259,.352,.651,1.003,,,,,,,,,,,,
2017,ROY,AL,montgjo01,Jordan Montgomery,NYY,4.0,0.0,3%,2.9,2,3,0,0,0,0,0,2,.000,.400,.000,.400,9,7,3.88,1.230,29,29,0,155.1,140,21,51,144
2017,ROY,NL,bellico01,Cody Bellinger,LAD,150.0,30.0,100%,3.9,132,480,87,128,39,97,10,64,.267,.352,.581,.933,,,,,,,,,,,,
2017,ROY,NL,dejonpa01,Paul DeJong,STL,56.0,0.0,37%,2.7,108,417,55,119,25,65,1,21,.285,.325,.532,.857,,,,,,,,,,,,
2017,ROY,NL,belljo02,Josh Bell,PIT,32.0,0.0,21%,0.7,159,549,75,140,26,90,2,66,.255,.334,.466,.800,,,,,,,,,,,,
2017,ROY,NL,hoskirh01,Rhys Hoskins,PHI,12.0,0.0,8%,2.2,50,170,37,44,18,48,2,37,.259,.396,.618,1.014,,,,,,,,,,,,
2017,ROY,NL,marquge01,German Marquez,COL,10.0,0.0,7%,3.5,26,45,4,8,0,5,0,0,.178,.178,.222,.400,11,7,4.39,1.377,29,29,0,162.0,174,25,49,147
2017,ROY,NL,margoma01,Manuel Margot,SDP,5.0,0.0,3%,2.4,126,487,53,128,13,39,17,35,.263,.313,.409,.721,,,,,,,,,,,,
2017,ROY,NL,freelky01,Kyle Freeland,COL,3.0,0.0,2%,3.5,33,52,3,8,1,2,0,1,.154,.170,.231,.401,11,11,4.10,1.487,33,28,0,156.0,169,17,63,107
2017,ROY,NL,castilu02,Luis Castillo,CIN,1.0,0.0,1%,2.4,14,29,0,2,0,1,0,1,.069,.100,.069,.169,3,7,3.12,1.075,15,15,0,89.1,64,11,32,98
2017,ROY,NL,happia01,Ian Happ,CHC,1.0,0.0,1%,1.5,115,364,62,92,24,68,8,39,.253,.328,.514,.842,,,,,,,,,,,,
